id,titel,unternehmen,standort,kategorie,vertragsart,arbeitszeit,gehalt_min,gehalt_max,datum_erstellt,beschreibung,bereich,url
5693980282,Senior C++ Entwickler (m/w/d) für CAD-Hausplanungssystem im Ein- und Mehrfamilienhausbereich in Rosenheim,swp software systems GmbH Co. & KG von Jobs-Daheim.de,"Rosenheim, Rosenheim (Kreis)",IT-Stellen,,full_time,,,2026-04-09,"Du arbeitest seit vielen Jahren mit C++ und weißt, wie sich große Softwareprojekte über Jahrzehnte entwickeln. Du hast keine Angst vor gewachsenen Codebasen, verstehst Architektur und kannst technische Entscheidungen begründen. Und Du hast Lust, an einer Software zu arbeiten, bei der Geometrie, Visu",IT,https://www.adzuna.de/details/5693980282?utm_medium=api&utm_source=c5693b3d
5706703197,Werkstudent/in (w/m/d),Stadt Nürnberg,"Gleißbühl, Nürnberg",Unknown,,part_time,,,2026-04-22,"Die Jobbörse StudentJob bringt Kandidat:innen in Kontakt mit Top-Arbeitgebern. StudentJob ist Teil von YoungCapital, dem Recruitingspezialisten für Studenten, Absolventen und Young Professionals. Die Stadtverwaltung Nürnberg ist eine moderne Dienstleisterin für mehr als eine halbe Million Menschen. ",IT,https://www.adzuna.de/details/5706703197?utm_medium=api&utm_source=c5693b3d
5549283780,Fachinformatiker Anwendungsentwicklung (m/w/d),ISGUS GmbH,"Villingen, Villingen-Schwenningen",Unknown,,,,,2025-12-20,"Ausbildung Fachinformatiker - Anwendungsentwicklung (m/w/d) Deine Aufgaben Im Vordergrund stehen die Entwicklung und Programmierung kundenspezifischer Software Du testest bestehende Anwendungen, passt diese an, verbesserst sie und entwickelst Bedienoberflächen Du behebst Fehler und schulst Anwender ",IT,https://www.adzuna.de/details/5549283780?utm_medium=api&utm_source=c5693b3d
5441672203,(Junior) Development Engineer Electronic Controls (mwd),CCR Commercial Refrigeration,"Mainz-Kostheim, Wiesbaden (Kreis)",Technikerstellen,,,,,2025-10-10,"Gestalten Sie mit uns die Zukunft der Kältetechnik! CCR steht an der Spitze der Innovation bei hochtechnologischen Heizungs- und Kältelösungen. Als weltweit führendes Unternehmen haben wir uns verpflichtet, nachhaltige und hochmoderne Lösungen zu liefern, die unsere Lebensqualität verbessern und uns",IT,https://www.adzuna.de/details/5441672203?utm_medium=api&utm_source=c5693b3d
5598103141,Werkstudent für Frontend-Webentwicklung (m/w/d) in Dresden,webit! Gesellschaft für neue Medien mbH von ITsax.de,"Dresden, Sachsen",IT-Stellen,,part_time,,,2026-01-24,"Du bist kreativ und wissensdurstig und möchtest Deine Fähigkeiten in der Frontend-Entwicklung ausbauen. HTML, CSS oder JavaScript wecken nicht nur Dein Interesse, sondern auch Deinen Tatendrang? Dann könntest Du prima in unser Team passen! Wir bieten Dir ab sofort oder zum nächstmöglichen Zeitpunkt ",IT,https://www.adzuna.de/details/5598103141?utm_medium=api&utm_source=c5693b3d
5368242495,Embedded Softwareentwickler (m/w/d),I. K. Hofmann GmbH,"Bremen, Deutschland",Unknown,,,,,2025-08-26,"Embedded Softwareentwickler (m/w/d) Experten. Talente. Persönlichkeiten. Software, die Marineprojekte zum Erfolg führt! Für unseren geschätzten Partner aus der maritimen Industrie suchen wir einen Embedded Softwareentwickler (m/w/d) für den Standort Bremen. Werden Sie Teil eines Teams, das modernste",IT,https://www.adzuna.de/details/5368242495?utm_medium=api&utm_source=c5693b3d
5249435066,Softwareentwickler*in CRM-System für den Standort Dresden,Sellmore GmbH von ITsax.de,"Dresden, Sachsen",IT-Stellen,,full_time,,,2025-06-13,"Du bist Entwickler*in mit Leidenschaft für moderne Technologien? Dann sollten wir uns kennenlernen! Als Softwareentwickler*in bei Sellmore entwickelst Du individuelle Lösungen für CRM-Projekte – das Herzstück unseres Unternehmens. Du bringst Deine Ideen ein, optimierst Prozesse und gestaltest die di",IT,https://www.adzuna.de/details/5249435066?utm_medium=api&utm_source=c5693b3d
4892887592,Praktikant (m/w/d) Softwareentwicklung in Leipzig,ccc software gmbh von ITmitte.de,"Leipzig, Leipzig (Kreis)",IT-Stellen,,part_time,,,2024-10-08,"Wir bieten Praktikumsplätze im Bereich Softwareentwicklung / Anwendungsentwicklung in Leipzig. Wer Erfahrungen im Bereich Softwareentwicklung, Digitalisierung oder Videotechnik sammeln möchte, kann dies bei uns in gern im Rahmen eines (Pflicht-)Praktikums tun. Unsere drei Geschäftsbereiche bieten da",IT,https://www.adzuna.de/details/4892887592?utm_medium=api&utm_source=c5693b3d
5596607324,Trainee (m/w/d),Carglass,"Godorf, Köln",Unknown,,full_time,,,2026-01-23,"Die Jobbörse StudentJob bringt Kandidat:innen in Kontakt mit Top-Arbeitgebern. StudentJob ist Teil von YoungCapital, dem Recruitingspezialisten für Studenten, Absolventen und Young Professionals. Trainee ITSM: Lerne Service Invoicing & Control, nutze ITIL/ServiceNow, steuere Budgets und gestalte agi",IT,https://www.adzuna.de/details/5596607324?utm_medium=api&utm_source=c5693b3d
5711847884,Senior Software Engineer KI (all genders),adesso SE,"Aachen, Aachen (Kreis)",Unknown,,,,,2026-04-27,"adesso steht für digitale Exzellenz – und damit auch für vielfältige Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander: in anspruchsvollen Projekten, interdisziplinären Teams und mit zielgerichteten Trainingsangeboten. Wir haben IT im Herzen und den Erfolg unser",IT,https://www.adzuna.de/land/ad/5711847884?se=RpG4SOJH8RGSdISXQQQjPQ&utm_medium=api&utm_source=c5693b3d&v=B174E58E775EF2F8AED56E06D8DEAB52A2821301
5530371310,Entwickler (m/w/d) in Dresden,IBH connect GmbH von ITsax.de,"Dresden, Sachsen",IT-Stellen,,full_time,,,2025-12-06,"Phyton und Rust sind Deine Welt? Hier bist Du ein Experte oder möchtest einer werden? Unser DataCenter-Team benötigt Deine Unterstützung, um unsere Dienste weiter zu automatisieren und unsere internen Prozesse digital abzubilden. Die Aufgaben sind vielfältig, von der digitalen Bereitstellung von Rec",IT,https://www.adzuna.de/details/5530371310?utm_medium=api&utm_source=c5693b3d
5718398587,Ausbildung Fachinformatiker/in Anwendungsentwicklung (m/w/d),Papier-Mettler KG,"Neunkirchen, Bernkastel-Wittlich (Kreis)",IT-Stellen,,full_time,16000.0,32500.0,2026-05-04,"Salary: 16.000 - 32.500 € per year Requirements: Mittlere Reife Zuverlässigkeit Belastbarkeit Organisationstalent Spaß am Umgang mit Computern Handwerkliches Geschick Kenntnisse in der Hardware und Software Responsibilities: Planung, Entwicklung und Programmierung betrieblicher Informations- und Kom",IT,https://www.adzuna.de/details/5718398587?utm_medium=api&utm_source=c5693b3d
5380446528,Initiativbewerbung (w/m/d) in Rotenburg,Datatronic Software AG von bms,"Rotenburg (Wümme), Rotenburg (Kreis)",IT-Stellen,,full_time,,,2025-09-03,"Gestalte deine Zukunft mit uns! Initiativbewerbungen stets willkommen bei der Datatronic Software AG Wir sind stolz auf unser Team qualifizierter und engagierter Mitarbeiter, das das Herzstück unseres Erfolgs bildet. Um unseren kleinen und mittelständischen Kunden den bestmöglichen Service und die q",IT,https://www.adzuna.de/details/5380446528?utm_medium=api&utm_source=c5693b3d
5380446525,Initiativbewerbung (w/m/d) in Worms,Datatronic Software AG von bms,"Worms, Rheinland-Pfalz",IT-Stellen,,full_time,,,2025-09-03,"Gestalte deine Zukunft mit uns! Initiativbewerbungen stets willkommen bei der Datatronic Software AG Wir sind stolz auf unser Team qualifizierter und engagierter Mitarbeiter, das das Herzstück unseres Erfolgs bildet. Um unseren kleinen und mittelständischen Kunden den bestmöglichen Service und die q",IT,https://www.adzuna.de/details/5380446525?utm_medium=api&utm_source=c5693b3d
5572843227,Initiativbewerbung (w/m/d) in Leipzig,Datatronic Software AG von bms,"Leipzig, Leipzig (Kreis)",IT-Stellen,,full_time,,,2026-01-08,"Gestalte deine Zukunft mit uns! Initiativbewerbungen stets willkommen bei der Datatronic Software AG Wir sind stolz auf unser Team qualifizierter und engagierter Mitarbeiter, das das Herzstück unseres Erfolgs bildet. Um unseren kleinen und mittelständischen Kunden den bestmöglichen Service und die q",IT,https://www.adzuna.de/details/5572843227?utm_medium=api&utm_source=c5693b3d
5380446524,Initiativbewerbung (w/m/d) in Hannover,Datatronic Software AG von bms,"Hannover, Region Hannover (Kreis)",IT-Stellen,,full_time,,,2025-09-03,"Gestalte deine Zukunft mit uns! Initiativbewerbungen stets willkommen bei der Datatronic Software AG Wir sind stolz auf unser Team qualifizierter und engagierter Mitarbeiter, das das Herzstück unseres Erfolgs bildet. Um unseren kleinen und mittelständischen Kunden den bestmöglichen Service und die q",IT,https://www.adzuna.de/details/5380446524?utm_medium=api&utm_source=c5693b3d
5669060198,Scala Backend Entwickler (m/w/d) für KI-Plattform in Dresden,Symate GmbH von ITsax.de,"Dresden, Sachsen",IT-Stellen,,full_time,,,2026-03-17,"Gestalte mit uns den Bereich der KI-gestützten Prozessoptimierung und unterstütze uns ab sofort (unbefristet Voll-/Teilzeit) und mit vollem Engagement als Scala Entwickler (m/w/d) am Standort Dresden, Erfurt oder Rostock. Wer wir sind: Die Symate GmbH ist ein Spezialist für Künstliche Intelligenz (K",IT,https://www.adzuna.de/details/5669060198?utm_medium=api&utm_source=c5693b3d
5718400698,Duales Studium Informatik (m/w/d) - Ulm,"Deutsche Telekom AG, Telekom Ausbildung","Mitte, Ulm",IT-Stellen,contract,,17553.0,18952.0,2026-05-04,"Salary: 17.553 - 18.952 € per year Requirements: Zulassungsvoraussetzung für die Provadis Hochschule Frankfurt Begeisterung für Mathematik, Wirtschaft und Physik Englischkenntnisse Freude an der Teamarbeit und aktives Zugehen auf andere Menschen Interesse an technischen Neuheiten und digitalen Medie",IT,https://www.adzuna.de/details/5718400698?utm_medium=api&utm_source=c5693b3d
5706822674,Software-Entwickler (m/w/d) in Direktvermittlung,RADAS Jobbörse & Personalvermittlung GmbH,"Opladen, Leverkusen",IT-Stellen,permanent,full_time,,,2026-04-22, DIREKTVERMITTLUNG in Festanstellung (keine Zeitarbeit) / Vermittlungsgutscheine (AVGS) werden akzeptiert  Bei Fragen einfach unverbindlich anrufen: 03048479484 oder einen Rückruf vereinbaren: https://radas.de/ Ihre Aufgaben: Neu- und Weiterentwicklung unserer Softwarelösungen Entwicklungsarbeiten a,IT,https://www.adzuna.de/details/5706822674?utm_medium=api&utm_source=c5693b3d
4861995908,Praktikum / Abschlussarbeit Bereich Software-Entwicklung,VINCI,"Schmiden, Fellbach",Stellen für Hochschulabsolventen,,,,,2024-09-13,"Unser Standort in Fellbach ist spezialisiert auf die Systemintegration von Prozessleitsystemen sowie auf industrielle Automatisierungs- und Informationssoftware. Unsere Kunden stammen aus verschiedenen Branchen, wie der chemischen Prozessindustrie, der Lebensmittelverarbeitung und der Automatisierun",IT,https://www.adzuna.de/details/4861995908?utm_medium=api&utm_source=c5693b3d
5322436063,Senior Software Developer (m/w/d) in Dresden,Kontron AIS GmbH von ITsax.de,"Dresden, Sachsen",IT-Stellen,,full_time,,,2025-07-25,"Die digitale Transformation durch Industrie 4.0 und IoT verändert die industrielle Welt und wir sind mittendrin. In Projekten für Branchen wie Halbleiter, Automotive, Pharma oder Photovoltaik entwickeln wir smarte Softwarelösungen für moderne Fertigungsprozesse. Dabei setzen wir auf moderne Technolo",IT,https://www.adzuna.de/details/5322436063?utm_medium=api&utm_source=c5693b3d
5606348083,Ausbildung Fachinformatiker - Anwendungsentwicklung (m/w/d) ab 01.09.2027,ISGUS,"Schwenningen, Villingen-Schwenningen",Unknown,,full_time,,,2026-01-30,"Im Vordergrund stehen die Entwicklung und Programmierung kundenspezifischer Software Du testest bestehende Anwendungen, passt diese an, verbesserst sie und entwickelst Bedienoberflächen Du behebst Fehler und schulst Anwender Du wirst in verschiedenen Programmiersprachen ausgebildet und setzt diese K",IT,https://www.adzuna.de/details/5606348083?utm_medium=api&utm_source=c5693b3d
5718398651,Fachinformatiker für Anwendungsentwicklung (m/w/d),ISGUS GmbH,"Schwenningen, Villingen-Schwenningen",IT-Stellen,,full_time,43000.0,63000.0,2026-05-04,"Salary: 43.000 - 63.000 € per year Requirements: Abgeschlossene Schulausbildung (Mittlere Reife) Interesse an IT und Softwareentwicklung Hohe Motivation Gute PC- und MS Office-Kenntnisse Teamfähigkeit, Kommunikationsfähigkeit und hohe Lernbereitschaft Deutschkenntnisse C2 Responsibilities: Entwicklu",IT,https://www.adzuna.de/details/5718398651?utm_medium=api&utm_source=c5693b3d
5647073035,HiL Testing Engineer (m/w/d)*,Tagueri AG,"Dürrlewang, Stuttgart",Unknown,,full_time,,,2026-02-27,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5647073035?utm_medium=api&utm_source=c5693b3d
5652125031,HiL Testing Engineer (m/w/d)*,Tagueri AG,"Altona-Altstadt, Hamburg",Unknown,,full_time,,,2026-03-03,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5652125031?utm_medium=api&utm_source=c5693b3d
5647068970,HiL Testing Engineer (m/w/d)*,Tagueri AG,"Altstadt, Kiel",Unknown,,full_time,,,2026-02-27,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5647068970?utm_medium=api&utm_source=c5693b3d
5645896664,HiL Testing Engineer (m/w/d)*,Tagueri AG,"Brötzingen, Pforzheim",Unknown,,full_time,,,2026-02-26,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5645896664?utm_medium=api&utm_source=c5693b3d
5679048461,Testingenieur - Embedded Systems (m/w/d)*,Tagueri AG,"Brötzingen, Pforzheim",Unknown,,full_time,,,2026-03-26,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5679048461?utm_medium=api&utm_source=c5693b3d
5695412434,Testingenieur - Embedded Systems (m/w/d)*,Tagueri AG,"Altstadt, Kiel",Unknown,,full_time,,,2026-04-10,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5695412434?utm_medium=api&utm_source=c5693b3d
5695415345,Testingenieur - Embedded Systems (m/w/d)*,Tagueri AG,"Dürrlewang, Stuttgart",Unknown,,full_time,,,2026-04-10,"Warum zu uns Empower People. Create Success. Bei Tagueri stehen die Mitarbeitenden und das Miteinander im Fokus. Wir brennen für unsere technischen Themen, packen tatkräftig an und bringen uns proaktiv ein. Fachlich und persönlich geben wir tagtäglich unser Bestes. Gemeinsam feiern wir unsere kleine",IT,https://www.adzuna.de/details/5695415345?utm_medium=api&utm_source=c5693b3d
4993341610,Embedded-Software-Entwickler (m/w/d),FERCHAU GmbH,"Kalkhügel, Osnabrück",Unknown,,,,,2025-01-01,"Du teilst unsere Leidenschaft für Innovationen und Technologien und willst dich den Herausforderungen der Zukunft stellen? Dann komm zu FERCHAU: als ambitionierte:r Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Dein Aufgabengebiet * Entwicklung und Implementierung von",IT,https://www.adzuna.de/details/4993341610?utm_medium=api&utm_source=c5693b3d
4504404796,Embedded Software Engineer (m/w/d),FERCHAU GmbH,"Kalkhügel, Osnabrück",Unknown,,,,,2024-01-01,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als ambitionierte:n Kolleg:in, der:die wie wir Technologien auf die n",IT,https://www.adzuna.de/details/4504404796?utm_medium=api&utm_source=c5693b3d
5561959844,Embedded-Software-Entwickler (m/w/d),FERCHAU GmbH,"Vechta, Vechta (Kreis)",Unknown,,,,,2026-01-01,"Du teilst unsere Leidenschaft für Innovationen und Technologien und willst dich den Herausforderungen der Zukunft stellen? Dann komm zu FERCHAU: als ambitionierte:r Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in",IT,https://www.adzuna.de/details/5561959844?utm_medium=api&utm_source=c5693b3d
5718429264,"Embedded-Software-Entwickler (m/w/d) - Anwendungsentwicklung, Embedded Systems, Ingenieur",FERCHAU GmbH,"Vechta, Vechta (Kreis)",Stellen für Hochschulabsolventen,,,,,2026-05-04,"Du teilst unsere Leidenschaft für Innovationen und Technologien und willst dich den Herausforderungen der Zukunft stellen? Dann komm zu FERCHAU: als ambitionierte:r Kolleg:in, der:die wie wir Technologien auf die nächste Stufe bringen möchte. Wir realisieren spannende Projekte für namhafte Kunden in",IT,https://www.adzuna.de/details/5718429264?utm_medium=api&utm_source=c5693b3d
4643350801,IT-Projektleiter (m/w/d),FERCHAU Austria GmbH,Deutschland,Unknown,,,,,2024-04-10,"Menschen und Technologien zu verbinden, den Perfect Match für unsere Kunden zu gestalten, immer die richtigen Expert:innen für die jeweilige Herausforderung zu finden - das ist unser Anspruch bei FERCHAU und dafür suchen wir dich: als erfahrenen IT-Projektleiter für unseren Kunden. Wir realisieren s",IT,https://www.adzuna.de/details/4643350801?utm_medium=api&utm_source=c5693b3d
5689169297,Werkstudent Soft-/Hardware-Entwicklung (m/w/d),Güntner,"Schloß Holte-Stukenbrock, Gütersloh (Kreis)",Unknown,,part_time,,,2026-04-03,Unterstütze unser Team als Werkstudent Soft- und/oder Hardware Entwicklung (m/w/d). Dort erwarten dich abwechslungsreiche Aufgaben aus dem Bereich der Embedded Entwicklung: Programmierung von Software-Modulen in C++ / Python Aufbau und Weiterentwicklung von Testständen und Versuchsaufbauten in Labor,IT,https://www.adzuna.de/details/5689169297?utm_medium=api&utm_source=c5693b3d
5616496764,Junior Consultant KI & Data Analytics | Projektmanagement (m/w/d) für KI-Plattform Cloud in Rostock,Symate GmbH von IThanse.de,"Rostock, Mecklenburg-Vorpommern",IT-Stellen,,full_time,,,2026-02-06,"Kurzbeschreibung: Gestalte mit uns den Bereich der Künstlichen Intelligenz für renommierte Industriekunden und unterstütze uns ab sofort (unbefristet Voll-/Teilzeit) und mit vollem Engagement als KI Consultant und Projektmanager (m/w/d) am Standort Rostock. Wir sind überzeugt davon, durch automatisi",IT,https://www.adzuna.de/details/5616496764?utm_medium=api&utm_source=c5693b3d
5688444458,Werkstudent Soft-/Hardware-Entwicklung (m/w/d),Güntner GmbH & Co. KG,"Schloß Holte-Stukenbrock, Gütersloh (Kreis)",Unknown,,,,,2026-04-03,"Die Güntner GmbH & Co. KG mit Hauptsitz in Fürstenfeldbruck bei München ist ein weltweit führender Hersteller von Komponenten für die Kälte- und Klimatechnik. Mit ca. 7.000 Mitarbeiter:innen weltweit und Produktionsstätten in Deutschland, Ungarn, Rumänien, Indonesien, Mexiko und Brasilien ist die Fi",IT,https://www.adzuna.de/details/5688444458?utm_medium=api&utm_source=c5693b3d
5718400251,Senior Software Engineer AI (all genders),adesso SE,"Laurensberg, Aachen",IT-Stellen,,full_time,45000.0,75000.0,2026-05-04,"Salary: 45.000 - 75.000 € per year Requirements: Starker Hintergrund in Java-Backend-Entwicklung, KI-Programmierung und Software-Engineering Mehrjährige Erfahrung in der Java-Backendentwicklung webbasierter, skalierbarer Systeme und Anwendungen mit verschiedenen Datenbanken und Frameworks (z.B. Spri",IT,https://www.adzuna.de/details/5718400251?utm_medium=api&utm_source=c5693b3d
5647715685,Ausbildung zum Fachinformatiker (m/w/x) - Fachrichtung Anwendungsentwicklung,expert Warenvertrieb GmbH,"Schulenkamp, Langenhagen",Unknown,,,,,2026-02-27,Ausbildung zum Fachinformatiker (m/w/x) - Fachrichtung Anwendungsentwicklung Standort: Langenhagen (expert Warenvertrieb GmbH) Job-Typ: Ausbildung Arbeitszeit: Vollzeit Wir sind expert. Seit über 60 Jahren dein Technik-Experte von nebenan. Überall in Deutschland. Genauer gesagt an 378 Standorten mit,IT,https://www.adzuna.de/details/5647715685?utm_medium=api&utm_source=c5693b3d
5712976001,Embedded Software Engineer (m/w/d) Elektronikbaugruppen,I. K. Hofmann,"Bremen, Deutschland",Unknown,,,,,2026-04-28,"Embedded Software Engineer (m/w/d) Elektronikbaugruppen Hofmann Personal zählt seit über 40 Jahren zu den führenden Personaldienstleistern in Deutschland und bringt Unternehmen und Fachkräfte erfolgreich zusammen. Als verlässlicher Partner begleiten wir Sie auf Ihrem Karriereweg professionell, persö",IT,https://www.adzuna.de/details/5712976001?utm_medium=api&utm_source=c5693b3d
